588.0,;2.866.666.666.666.660
589.0,;2.866.666.666.666.660
589.0,;2.858.333.333.333.330
589.0,;2.858.333.333.333.330
590.0,;2.866.666.666.666.660
590.0,;2.866.666.666.666.660
590.0,;2.866.666.666.666.660
591.0,;2875.0
591.0,;2875.0
591.0,;2875.0
592.0,;2.883.333.333.333.330
592.0,;2.883.333.333.333.330
592.0,;2.883.333.333.333.330
593.0,;2.891.666.666.666.660
593.0,;2.866.666.666.666.660
593.0,;2875.0
594.0,;2.866.666.666.666.660
594.0,;2.858.333.333.333.330
594.0,;2.866.666.666.666.660
595.0,;2875.0
595.0,;2.891.666.666.666.660
596.0,;2900.0
596.0,;2900.0
596.0,;2.908.333.333.333.330
597.0,;2.908.333.333.333.330
597.0,;2.908.333.333.333.330
597.0,;2900.0
598.0,;2.891.666.666.666.660
598.0,;2.891.666.666.666.660
598.0,;2.908.333.333.333.330
599.0,;2.908.333.333.333.330
599.0,;2900.0
599.0,;2900.0
600.0,;2.908.333.333.333.330
600.0,;2.916.666.666.666.660
600.0,;2.916.666.666.666.660
601.0,;2.916.666.666.666.660
601.0,;2.916.666.666.666.660
601.0,;2925.0
602.0,;2925.0
602.0,;2925.0
602.0,;2.916.666.666.666.660
603.0,;2.916.666.666.666.660
603.0,;2.916.666.666.666.660
604.0,;2.916.666.666.666.660
604.0,;2.916.666.666.666.660
604.0,;2.908.333.333.333.330
605.0,;2.908.333.333.333.330
605.0,;2.908.333.333.333.330
605.0,;2900.0
606.0,;2900.0
606.0,;2900.0
606.0,;2900.0
607.0,;2900.0
607.0,;2900.0
607.0,;2875.0
608.0,;2.858.333.333.333.330
608.0,;2.858.333.333.333.330
608.0,;2.841.666.666.666.660
609.0,;2.833.333.333.333.330
609.0,;2.833.333.333.333.330
609.0,;2.833.333.333.333.330
610.0,;2.833.333.333.333.330
610.0,;2.833.333.333.333.330
610.0,;2.833.333.333.333.330
611.0,;2825.0
611.0,;2.808.333.333.333.330
612.0,;2.808.333.333.333.330
612.0,;2.808.333.333.333.330
612.0,;2800.0
613.0,;2.783.333.333.333.330
613.0,;2775.0
613.0,;2.766.666.666.666.660
614.0,;2750.0
614.0,;2750.0
614.0,;2750.0
615.0,;2750.0
615.0,;2.733.333.333.333.330
615.0,;2.733.333.333.333.330
616.0,;2725.0
616.0,;2.716.666.666.666.660
616.0,;2.708.333.333.333.330
617.0,;2700.0
617.0,;2700.0
617.0,;2700.0
618.0,;2.691.666.666.666.660
618.0,;2.691.666.666.666.660
618.0,;2.683.333.333.333.330
619.0,;2.683.333.333.333.330
619.0,;2.683.333.333.333.330
619.0,;2675.0
620.0,;2675.0
620.0,;2675.0
621.0,;3700.0
621.0,;2.666.666.666.666.660
621.0,;2650.0
622.0,;2.641.666.666.666.660
622.0,;2.641.666.666.666.660
622.0,;2.641.666.666.666.660
623.0,;2.641.666.666.666.660
623.0,;2.641.666.666.666.660
623.0,;2.641.666.666.666.660
624.0,;2.641.666.666.666.660
624.0,;2.633.333.333.333.330
624.0,;2.633.333.333.333.330
625.0,;2625.0
625.0,;2.616.666.666.666.660
625.0,;2.616.666.666.666.660
626.0,;2.616.666.666.666.660
626.0,;2.616.666.666.666.660
626.0,;2.616.666.666.666.660
627.0,;2.608.333.333.333.330
627.0,;2.608.333.333.333.330
627.0,;2.608.333.333.333.330
628.0,;2.608.333.333.333.330
628.0,;2.608.333.333.333.330
628.0,;2.583.333.333.333.330
629.0,;2.608.333.333.333.330
629.0,;2.608.333.333.333.330
629.0,;2.608.333.333.333.330
630.0,;2.608.333.333.333.330
630.0,;2.608.333.333.333.330
630.0,;2.616.666.666.666.660
631.0,;2.608.333.333.333.330
631.0,;2.616.666.666.666.660
632.0,;2.616.666.666.666.660
632.0,;2.608.333.333.333.330
632.0,;2.608.333.333.333.330
633.0,;2.608.333.333.333.330
633.0,;2.608.333.333.333.330
633.0,;2.616.666.666.666.660
634.0,;2.616.666.666.666.660
634.0,;2.616.666.666.666.660
634.0,;2.616.666.666.666.660
635.0,;2.616.666.666.666.660
635.0,;2.616.666.666.666.660
635.0,;2.616.666.666.666.660
636.0,;2.616.666.666.666.660
636.0,;2.616.666.666.666.660
636.0,;2.616.666.666.666.660
637.0,;2.616.666.666.666.660
637.0,;2.608.333.333.333.330
637.0,;2.608.333.333.333.330
638.0,;2600.0
638.0,;2600.0
638.0,;2600.0
639.0,;2.591.666.666.666.660
639.0,;2.583.333.333.333.330
639.0,;2.583.333.333.333.330
640.0,;2575.0
640.0,;2575.0
640.0,;2.558.333.333.333.330
641.0,;2.558.333.333.333.330
641.0,;2.558.333.333.333.330
641.0,;2.541.666.666.666.660
642.0,;2.541.666.666.666.660
642.0,;2525.0
642.0,;2525.0
643.0,;2.516.666.666.666.660
643.0,;2500.0
644.0,;2.491.666.666.666.660
644.0,;2.483.333.333.333.330
644.0,;2.466.666.666.666.660
645.0,;2.458.333.333.333.330
645.0,;2.458.333.333.333.330
645.0,;2.441.666.666.666.660
646.0,;2.416.666.666.666.660
646.0,;2.383.333.333.333.330
646.0,;2375.0
647.0,;2.366.666.666.666.660
647.0,;2.358.333.333.333.330
647.0,;2.358.333.333.333.330
648.0,;2.358.333.333.333.330
648.0,;2.341.666.666.666.660
648.0,;2325.0
649.0,;2325.0
649.0,;2325.0
649.0,;2.308.333.333.333.330
650.0,;2.308.333.333.333.330
650.0,;2300.0
650.0,;2.283.333.333.333.330
651.0,;2275.0
651.0,;2275.0
651.0,;2.266.666.666.666.660
652.0,;2.258.333.333.333.330
652.0,;2250.0
652.0,;2.233.333.333.333.330
653.0,;2.233.333.333.333.330
653.0,;2225.0
653.0,;2225.0
654.0,;2.216.666.666.666.660
654.0,;2.208.333.333.333.330
654.0,;2.183.333.333.333.330
655.0,;2175.0
655.0,;2150.0
655.0,;2150.0
656.0,;2.141.666.666.666.660
656.0,;2.141.666.666.666.660
656.0,;2.133.333.333.333.330
657.0,;2.116.666.666.666.660
657.0,;2.116.666.666.666.660
657.0,;2100.0
658.0,;2.083.333.333.333.330
658.0,;2075.0
658.0,;20.416.666.666.666.600
659.0,;2025.0
659.0,;2000.0
660.0,;2000.0
660.0,;19.833.333.333.333.300
660.0,;19.666.666.666.666.600
661.0,;1950.0
661.0,;19.416.666.666.666.600
661.0,;19.083.333.333.333.300
662.0,;18.666.666.666.666.600
662.0,;18.583.333.333.333.300
662.0,;18.583.333.333.333.300
663.0,;1850.0
663.0,;1825.0
663.0,;17.833.333.333.333.300
664.0,;17.666.666.666.666.600
664.0,;1750.0
664.0,;17.416.666.666.666.600
665.0,;1725.0
665.0,;1700.0
665.0,;1675.0
666.0,;1675.0
666.0,;16.416.666.666.666.600
666.0,;16.166.666.666.666.600
667.0,;15.916.666.666.666.600
667.0,;15.916.666.666.666.600
667.0,;15.833.333.333.333.300
668.0,;1575.0
668.0,;1550.0
668.0,;1525.0
669.0,;15.166.666.666.666.600
669.0,;1500.0
669.0,;1500.0
670.0,;14.833.333.333.333.300
670.0,;14.833.333.333.333.300
670.0,;1475.0
671.0,;14.666.666.666.666.600
671.0,;14.666.666.666.666.600
671.0,;1450.0
672.0,;14.416.666.666.666.600
672.0,;14.333.333.333.333.300
672.0,;1425.0
673.0,;14.166.666.666.666.600
673.0,;14.166.666.666.666.600
673.0,;14.083.333.333.333.300
674.0,;1400.0
674.0,;1400.0
674.0,;1400.0
675.0,;13.916.666.666.666.600
675.0,;13.833.333.333.333.300
675.0,;13.833.333.333.333.300
676.0,;13.833.333.333.333.300
676.0,;13.833.333.333.333.300
676.0,;13.833.333.333.333.300
677.0,;13.833.333.333.333.300
677.0,;13.833.333.333.333.300
677.0,;13.833.333.333.333.300
678.0,;13.833.333.333.333.300
678.0,;13.833.333.333.333.300
678.0,;1400.0
679.0,;1400.0
679.0,;1400.0
679.0,;1400.0
680.0,;1425.0
680.0,;1425.0
680.0,;14.416.666.666.666.600
681.0,;1450.0
681.0,;14.666.666.666.666.600
681.0,;14.666.666.666.666.600
682.0,;14.833.333.333.333.300
682.0,;14.916.666.666.666.600
682.0,;15.166.666.666.666.600
683.0,;1525.0
683.0,;1550.0
684.0,;1575.0
684.0,;1600.0
684.0,;16.083.333.333.333.300
685.0,;16.583.333.333.333.300
685.0,;1675.0
685.0,;1700.0
686.0,;17.416.666.666.666.600
686.0,;17.666.666.666.666.600
686.0,;17.666.666.666.666.600
687.0,;18.333.333.333.333.300
687.0,;1850.0
687.0,;1925.0
688.0,;19.666.666.666.666.600
688.0,;20.333.333.333.333.300
688.0,;2.083.333.333.333.330
689.0,;2.141.666.666.666.660
689.0,;2.166.666.666.666.660
689.0,;2225.0
690.0,;2.258.333.333.333.330
690.0,;2.333.333.333.333.330
690.0,;2375.0
691.0,;2.441.666.666.666.660
691.0,;2.483.333.333.333.330
691.0,;2525.0
692.0,;2.566.666.666.666.660
692.0,;2.616.666.666.666.660
